"","sci.name","lat","long","altitude","treatment"
"376","Pongamia pinnata","13.90656354","78.50230237",434,"CPFA"
"377","Chloroxylon swietenia","14.051653333333336","78.32457500000001",587.8,"CAFA"
"378","Dolichandrone atrovirens","13.8699789","78.4179454",428.8713379,"Control"
"379","Dolichandrone atrovirens","14.059303333333332","78.34465166666668",548.3,"CPFA"
"380","Dolichandrone atrovirens","14.01921318","78.3824823",438,"CAFA"
"381","Dalbergia paniculata","14.065043333333332","78.31978166666666",532.9,"CAFA"
"382","Dolichandrone atrovirens","14.058711666666666","78.33784",543.2,"CPFA"
"383","Wrightia tinctoria","14.078579999999999","78.32951833333333",499.3,"CAFA"
"384","Dolichandrone atrovirens","14.073306666666667","78.32037166666667",548.4,"Control"
"385","Dolichandrone atrovirens","13.93977422","78.49341509",466,"CAFA"
"386","Diospyros montana","13.89550874","78.47708568",446,"CAFA"
"387","Dolichandrone atrovirens","13.93971595","78.49323792",461,"CAFA"
"388","Dalbergia paniculata","14.064366666666668","78.31949166666666",532,"CAFA"
"389","Dolichandrone atrovirens","13.93969435","78.49317564",460,"CAFA"
"390","Dolichandrone atrovirens","13.93971025","78.49321091",471,"CAFA"
"391","Acacia chundra","13.861926","78.43341626",453.0769043,"Control"
"392","Dalbergia paniculata","14.055575","78.34330166666668",484.3,"CAFA"
"393","Dolichandrone atrovirens","14.11835609","78.33488667",402.0587158,"CAFA"
"394","Cassia fistula","13.83711542","78.41061651",513.6152344,"Control"
"395","Dolichandrone atrovirens","13.83881873","78.41065038",528.0065918,"CAFA"
"396","Chloroxylon swietenia","13.94244098","78.50767233",419,"CPFA"
"397","Dolichandrone atrovirens","14.059206666666666","78.344685",568.9,"CPFA"
"398","Dolichandrone atrovirens","14.11808889","78.33340304",393.947937,"CPFA"
"399","Dolichandrone atrovirens","13.83719178","78.41072816",502.9216309,"Control"
"400","Dolichandrone atrovirens","13.94020801","78.49534524",472,"CAFA"
"401","Wrightia tinctoria","14.11611593","78.34026868",415.2769775,"CAFA"
"402","Tectona grandis","13.90557151","78.5020972",432,"CAFA"
"403","Dalbergia paniculata","14.064743333333334","78.31955333333333",532.6,"CAFA"
"404","Dalbergia paniculata","14.055343333333333","78.343025",486.2,"CAFA"
"405","Dolichandrone atrovirens","13.93973334","78.49338436",472,"CAFA"
"406","Dolichandrone atrovirens","13.82890791","78.41249266",444.6125488,"CAFA"
"407","Dolichandrone atrovirens","13.94037324","78.49543329",467,"CAFA"
"408","Dolichandrone atrovirens","13.93966108","78.49325079",472,"CAFA"
"409","Dolichandrone atrovirens","13.85048318","78.44316699",481.2315063,"CPFA"
"410","Cassia fistula","13.87338007","78.52914288",444,"CAFA"
"411","Annona squamosa","13.82893759","78.41266062",462.5592041,"CAFA"
"412","Dolichandrone atrovirens","13.84586178","78.44887412",503.1585083,"CPFA"
"413","Dolichandrone atrovirens","13.94014121","78.49540094",466,"CAFA"
"414","Dolichandrone atrovirens","13.9396381","78.49323112",479,"CAFA"
"415","Dolichandrone atrovirens","13.94087929","78.49465079",443,"Control"
"416","Dolichandrone atrovirens","13.85295352","78.44291148",493.3344116,"Control"
"417","Dolichandrone atrovirens","13.93970691","78.49317075",463,"CAFA"
"418","Pongamia pinnata","14.03045511","78.38387144",421,"CAFA"
"419","Dolichandrone atrovirens","14.01948589","78.3823669",449,"CAFA"
"420","Chloroxylon swietenia","13.82799831","78.41312235",462.2971191,"Control"
"421","Dolichandrone atrovirens","14.11683197","78.34063141",406.8069458,"CAFA"
"422","Dolichandrone atrovirens","14.01953656","78.38234733",442,"CAFA"
"423","Dolichandrone atrovirens","13.93970112","78.49325017",474,"CAFA"
"424","Dolichandrone atrovirens","13.93976354","78.49342684",469,"CAFA"
"425","Acacia chundra","13.89253892","78.41349425",427,"CPFA"
"426","Dolichandrone atrovirens","13.84872761","78.42896418",457,"CAFA"
"427","Cassia fistula","14.04129939","78.31787329",518.303833,"Control"
"428","Wrightia tinctoria","14.0411747","78.31808796",509.6964722,"Control"
"429","Dolichandrone atrovirens","14.01923718","78.38258789",436,"CAFA"
"430","Syzygium cumini","13.9395934","78.49528715",486,"CAFA"
"431","Chloroxylon swietenia","13.94263133","78.50765514",409,"CPFA"
"432","Dolichandrone atrovirens","13.84874164","78.42893571",453,"CAFA"
"433","Dolichandrone atrovirens","13.93971056","78.49323103",469,"CAFA"
"434","Pongamia pinnata","13.94001665","78.49389788",459,"CAFA"
"435","Dolichandrone atrovirens","13.93970813","78.49326199",461,"CAFA"
"436","Pongamia pinnata","13.87355982","78.52859291",448,"CAFA"
"437","Dolichandrone atrovirens","13.93971258","78.4932629",463,"CAFA"
"438","Azadirachata indica","14.041067","78.31761792",528.4986572,"Control"
"439","Azadirachata indica","14.04037476","78.31744476",554.5153809,"CAFA"
"440","Tectona grandis","13.84876974","78.428826",457,"CAFA"
"441","Unknown","13.86468235","78.39882539",427.0701904,"CAFA"
"442","Azadirachata indica","14.04120854","78.31777265",513.8259277,"Control"
"443","Unknown","14.04034959","78.3174402",564.7926025,"CAFA"
"444","Acacia chundra","14.11851152","78.33449888",413.0351563,"CAFA"
"445","Dalbergia paniculata","14.00876522","78.32051069",504.7181396,"CAFA"
"446","Dalbergia paniculata","14.00860776","78.32090511",500.4468994,"CAFA"
"447","Cassia fistula","14.04134243","78.31786111",506.2724609,"Control"
"448","Cassia fistula","13.86478931","78.39867168",417.9176025,"CAFA"
"449","Cassia fistula","13.86194187","78.43284613",461.9684448,"Control"
"450","Premna tomentosa","14.00865589","78.32075735",504.4242554,"CAFA"
"451","Dolichandrone atrovirens","13.83707505","78.41080005",517.2111206,"Control"
"452","Dolichandrone atrovirens","13.83761214","78.41064093",496.857605,"Control"
"453","Cassia fistula","13.86496985","78.3987289",417.8797607,"CAFA"
"454","Acacia chundra","13.89264738","78.41420032",419,"CPFA"
"455","Acacia chundra","13.89259936","78.41359348",437,"CPFA"
"456","Dalbergia paniculata","14.055656666666668","78.34359500000001",579.7,"CAFA"
"457","Chloroxylon swietenia","14.05122","78.32465666666667",589.1,"CAFA"
"458","Wrightia tinctoria","13.86505937","78.39852903",409.1625977,"CAFA"
"459","Dolichandrone atrovirens","13.83854163","78.41062276",535.8237305,"CAFA"
"460","Acacia chundra","13.85049013","78.4432228",492.2976074,"CPFA"
"461","Cassia fistula","13.86469693","78.39893926",426.9810791,"CAFA"
"462","Dolichandrone atrovirens","13.83706059","78.41068411",514.8053589,"Control"
"463","Dolichandrone atrovirens","13.83882067","78.41070261",540.7697754,"CAFA"
"464","Limonia acidissima","13.87341824","78.52935401",453,"CAFA"
"465","Dolichandrone atrovirens","14.06126","78.34246833333333",564.6,"Control"
"466","Dolichandrone atrovirens","13.94012363","78.49540818",467,"CAFA"
"467","Dolichandrone atrovirens","13.93971697","78.49329565",460,"CAFA"
"468","Dolichandrone atrovirens","13.83855867","78.41059989",518.5087891,"CAFA"
"469","Tectona grandis","13.90440827","78.5044983",429,"CAFA"
"470","Dolichandrone atrovirens","13.94001405","78.495465",481,"CAFA"
"471","Dolichandrone atrovirens","13.93977092","78.493445",464,"CAFA"
"472","Dolichandrone atrovirens","13.85317244","78.4431928",512.2839966,"Control"
"473","Dolichandrone atrovirens","13.93986089","78.49362246",467,"CAFA"
"474","Acacia chundra","13.86202067","78.43344195",448.0018921,"Control"
"475","Tamarindus indica","13.87386286","78.52804618",441,"CAFA"
"476","Tamarindus indica","13.87386531","78.52808804",442,"CAFA"
"477","Wrightia tinctoria","14.03026695","78.38415748",406,"CAFA"
"478","Tectona grandis","14.02158178","78.37982347",438,"CPFA"
"479","Cassia fistula","13.845866","78.44880888",519.2919922,"CPFA"
"480","Wrightia tinctoria","14.051516666666664","78.32455333333334",587.6,"CAFA"
"481","Eucalyptus globulus","14.059304999999998","78.34471",548.4,"CPFA"
"482","Dolichandrone atrovirens","13.93966241","78.49316764",471,"CAFA"
"483","Dolichandrone atrovirens","13.80521551","78.41419605",502.109375,"CAFA"
"484","Dolichandrone atrovirens","13.94020784","78.49533064",472,"CAFA"
"485","Dolichandrone atrovirens","14.01929942","78.38069604",436,"CPFA"
"486","Tamarindus indica","13.87336944","78.52817928",462,"CAFA"
"487","Dolichandrone atrovirens","14.02158876","78.37982953",443,"CPFA"
"488","Dolichandrone atrovirens","13.8371954","78.41061167",498.2686157,"Control"
"489","Dolichandrone atrovirens","13.83704413","78.41067863",503.1069336,"Control"
"490","Chloroxylon swietenia","13.94235342","78.50764213",413,"CPFA"
"491","Acacia chundra","14.069643333333334","78.318185",552.6,"CAFA"
"492","Dalbergia paniculata","14.055394999999999","78.34303666666666",486,"CAFA"
"493","Unknown","13.87342043","78.52890744",446,"CAFA"
"494","Dolichandrone atrovirens","14.02158696","78.37986531",451,"CPFA"
"495","Holoptelia intergrifolia","13.84890053","78.42854749",457.6252441,"CAFA"
"496","Dalbergia paniculata","14.069374999999999","78.3183",551.9,"CAFA"
"497","Dolichandrone atrovirens","13.93988781","78.49363477",468,"CAFA"
"498","Wrightia tinctoria","14.069363333333335","78.31831166666666",551.9,"CAFA"
"499","Dalbergia paniculata","14.069785000000001","78.31825833333333",552.9,"CAFA"
"500","Dolichandrone atrovirens","13.93972922","78.49343574",469,"CAFA"
"501","Dolichandrone atrovirens","13.8386354","78.41075981",534.1523438,"CAFA"
"502","Limonia acidissima","13.8734706","78.52903226",451,"CAFA"
"503","Dolichandrone atrovirens","14.01898413","78.38261274",435,"CAFA"
"504","Pongamia pinnata","13.90643736","78.50195204",431,"CPFA"
"505","Chloroxylon swietenia","13.94269061","78.50765833",405,"CPFA"
"506","Dolichandrone atrovirens","14.059315","78.3447",548.4,"CPFA"
"507","Dolichandrone atrovirens","13.9397528","78.4933224",470,"CAFA"
"508","Dolichandrone atrovirens","13.93970856","78.49324691",471,"CAFA"
"509","Dolichandrone atrovirens","13.9398803","78.49351141",468,"CAFA"
"510","Sapindus emarginatus","13.87329672","78.52918732",441,"CAFA"
"511","Dolichandrone atrovirens","14.02130498","78.37982083",446,"CPFA"
"512","Wrightia tinctoria","14.073393333333335","78.32038166666666",544.5,"Control"
"513","Cassia fistula","14.06472","78.319585",532.5,"CAFA"
"514","Cassia fistula","14.027672","78.37564959",423,"Control"
"515","Chloroxylon swietenia","13.82878797","78.41313573",447.9676514,"CAFA"
"516","Holoptelia intergrifolia","13.90501528","78.50179524",410,"CAFA"
"517","Dolichandrone atrovirens","13.85295499","78.44257389",500.2781982,"Control"
"518","Dolichandrone atrovirens","13.93973318","78.49345974",461,"CAFA"
"519","Dolichandrone atrovirens","13.9396982","78.49313357",456,"CAFA"
"520","Tectona grandis","13.84884285","78.42859926",457,"CAFA"
"521","Dalbergia sissoo","13.83757623","78.41066805",521.7565308,"Control"
"522","Albizia amara","14.11614723","78.34026755",405.3840332,"CAFA"
"523","Dalbergia paniculata","13.87362489","78.5280334",443,"CAFA"
"524","Acacia chundra","13.89261951","78.41359558",429,"CPFA"
"525","Dolichandrone atrovirens","13.84227217","78.42809894",464.4934082,"Control"
"526","Dolichandrone atrovirens","14.02187476","78.38090218",476,"CAFA"
"527","Acacia chundra","13.89415165","78.41317955",427.5776367,"CAFA"
"528","Tectona grandis","13.89541179","78.47735199",438,"CAFA"
"529","Dolichandrone atrovirens","13.84221663","78.42840432",470.5811768,"Control"
"530","Dolichandrone atrovirens","13.85046409","78.44352732",508.2833862,"CPFA"
"531","Dolichandrone atrovirens","13.82894454","78.41257051",453.1020508,"CAFA"
"532","Dolichandrone atrovirens","13.93993042","78.49542676",489,"CAFA"
"533","Dolichandrone atrovirens","13.8385539","78.41080807",529.161499,"CAFA"
"534","Wrightia tinctoria","13.8646367","78.39892805",418.6350098,"CAFA"
"535","Pongamia pinnata","13.90664924","78.50226173",428,"CPFA"
"536","Tectona grandis","13.89552309","78.47729047",458,"CAFA"
"537","Dolichandrone atrovirens","13.82793844","78.41301122",473.9952393,"Control"
"538","Dolichandrone atrovirens","13.83706189","78.41069018",511.309021,"Control"
"539","Pongamia pinnata","13.90655215","78.50215657",448,"CPFA"
"540","Dolichandrone atrovirens","13.94016005","78.49539977",463,"CAFA"
"541","Wrightia tinctoria","14.04112487","78.31749891",536.503418,"Control"
"542","Dolichandrone atrovirens","14.01927066","78.3808254",431,"CPFA"
"543","Dolichandrone atrovirens","14.01920122","78.38252644",441,"CAFA"
"544","Dalbergia paniculata","14.06936166666667","78.31832666666666",551.9,"CAFA"
"545","Tectona grandis","13.89552673","78.47728568",455,"CAFA"
"546","Tectona grandis","13.9055726","78.50210538",433,"CAFA"
"547","Dolichandrone atrovirens","13.93992664","78.49372583",465,"CAFA"
"548","Dolichandrone atrovirens","13.83715431","78.41075574",507.137146,"Control"
"549","Pongamia pinnata","13.90662621","78.50250817",444,"CPFA"
"550","Chloroxylon swietenia","13.82798865","78.41311278",457.5916748,"Control"
"551","Dolichandrone atrovirens","14.0218105","78.37972073",440,"CPFA"
"552","Chloroxylon swietenia","14.051681666666665","78.32454166666666",586.7,"CAFA"
"553","Limonia acidissima","13.87346769","78.52888778",447,"CAFA"
"554","Ziziphus mauritiana","14.02251234","78.38130385",452,"CAFA"
"555","Limonia acidissima","13.87348523","78.52896343",446,"CAFA"
"556","Tectona grandis","13.86471626","78.39890519",427.0041504,"CAFA"
"557","Dolichandrone atrovirens","13.80555934","78.4143084",483.428772,"CAFA"
"558","Dolichandrone atrovirens","13.93993488","78.49541019",480,"CAFA"
"559","Dolichandrone atrovirens","13.93970745","78.49318425",466,"CAFA"
"560","Dolichandrone atrovirens","13.93975939","78.49339414",468,"CAFA"
"561","Dolichandrone atrovirens","13.93965191","78.49324192",467,"CAFA"
"562","Dolichandrone atrovirens","13.93970674","78.49324162",472,"CAFA"
"563","Dolichandrone atrovirens","13.9396774","78.49324139",473,"CAFA"
"564","Dolichandrone atrovirens","14.055241666666666","78.34297",483.8,"CAFA"
"565","Dolichandrone atrovirens","13.80536196","78.41416892",494.8048096,"CAFA"
"566","Dolichandrone atrovirens","13.85311727","78.44331258",505.2784424,"Control"
"567","Azadirachata indica","14.069395000000002","78.31820166666667",552.6,"CAFA"
"568","Dalbergia paniculata","14.00919816","78.3200484",502.5698242,"CPFA"
"569","Dalbergia paniculata","14.00908532","78.32029892",513.2385864,"CPFA"
"570","Dalbergia paniculata","14.069906666666668","78.31842833333333",553.2,"CAFA"
"571","Pongamia pinnata","13.90646965","78.50193189",436,"CPFA"
"572","Dolichandrone atrovirens","13.9409628","78.49458477",443,"Control"
"573","Dalbergia paniculata","13.87351232","78.52803685",454,"CAFA"
"574","Dolichandrone atrovirens","13.80540868","78.41424135",499.9295654,"CAFA"
"575","Dolichandrone atrovirens","13.93965912","78.49320936",461,"CAFA"
"576","Pongamia pinnata","13.90655849","78.50215663",447,"CPFA"
"577","Dolichandrone atrovirens","13.93977752","78.49344505",466,"CAFA"
"578","Dolichandrone atrovirens","13.93966185","78.49322528",460,"CAFA"
"579","Dolichandrone atrovirens","13.93973575","78.49318548",470,"CAFA"
"580","Dalbergia paniculata","14.04113049","78.31752146",522.1976318,"Control"
"581","Dolichandrone atrovirens","13.9396527","78.49319438",471,"CAFA"
"582","Tectona grandis","13.90663721","78.50244402",440,"CPFA"
"583","Dolichandrone atrovirens","13.93970114","78.49322089",473,"CAFA"
"584","Acacia leucophloea","14.03177139","78.37961441",418,"Control"
"585","Acacia chundra","13.86188182","78.4328561",458.394165,"Control"
"586","Azadirachata indica","13.81417649","78.41904041",454.3720703,"CPFA"
"587","Chloroxylon swietenia","13.94236147","78.50764529",414,"CPFA"
"588","Wrightia tinctoria","14.11628771","78.34035702",398.0246582,"CAFA"
"589","Acacia chundra","14.07862","78.32986333333334",531.8,"CAFA"
"590","Acacia chundra","13.86188843","78.43341058",454.1898193,"Control"
"591","Acacia chundra","13.86197665","78.43265486",453.7467041,"Control"
"592","Wrightia tinctoria","14.072841666666667","78.32017333333333",549.1,"Control"
"593","Cassia fistula","14.04119108","78.31771619",498.2635498,"Control"
"594","Acacia chundra","14.11643401","78.34040063",394.9771729,"CAFA"
"595","Wrightia tinctoria","14.00888866","78.3202856",511.0255127,"CAFA"
"596","Acacia chundra","13.89391139","78.41323302",429.6540527,"CAFA"
"597","Acacia chundra","13.89262758","78.41390436",430,"CPFA"
"598","Chloroxylon swietenia","13.94240845","78.50769471",428,"CPFA"
"599","Premna tomentosa","14.11669708","78.34049486",400.78125,"CAFA"
"600","Chloroxylon swietenia","14.051396666666669","78.32469666666665",587.7,"CAFA"
"601","Erythroxylum monogynum","13.85050889","78.44298143",482.9716797,"CPFA"
"602","Cassia fistula","14.11842642","78.33477101",404.8996582,"CAFA"
"603","Dolichandrone atrovirens","14.061416666666666","78.34244833333334",564.5,"Control"
"604","Wrightia tinctoria","14.00936557","78.32015936",515.0789795,"CPFA"
"605","Wrightia tinctoria","14.0092038","78.32007435",507.5115967,"CPFA"
"606","Dalbergia paniculata","14.00910292","78.32032842",488.1813965,"CPFA"
"607","Syzygium cumini","13.84885605","78.42887551",460.6690063,"CAFA"
"608","Wrightia tinctoria","13.8649837","78.39881451",413.8688965,"CAFA"
"609","Dolichandrone atrovirens","13.86196754","78.43265383",453.1751709,"Control"
"610","Dolichandrone atrovirens","13.84219121","78.4283082",467.7666016,"Control"
"611","Dolichandrone atrovirens","13.83888786","78.41080075",526.6647949,"CAFA"
"612","Dolichandrone atrovirens","14.01907289","78.38257068",428,"CAFA"
"613","Dolichandrone atrovirens","14.11836075","78.33488489",402.9884033,"CAFA"
"614","Diospyros montana","14.06363103","78.35507535",435,"CAFA"
"615","Dolichandrone atrovirens","13.83853045","78.4107163",528.9433594,"CAFA"
"616","Wrightia tinctoria","13.80495957","78.41397846",508.3696289,"CAFA"
"617","Dolichandrone atrovirens","13.80531246","78.41410338",485.6578979,"CAFA"
"618","Pongamia pinnata","13.87346084","78.52888451",450,"CAFA"
"619","Pongamia pinnata","13.87356335","78.52862319",452,"CAFA"
"620","Tectona grandis","13.90515812","78.50189456",418,"CAFA"
"621","Dolichandrone atrovirens","13.93993674","78.49539015",481,"CAFA"
"622","Chloroxylon swietenia","14.050753333333335","78.32466833333334",580.2,"CAFA"
"623","Tectona grandis","13.90558075","78.50211431",431,"CAFA"
"624","Dolichandrone atrovirens","14.061238333333332","78.342535",564.5,"Control"
"625","Dolichandrone atrovirens","13.85042879","78.44314222",503.5921021,"CPFA"
"626","Dolichandrone atrovirens","13.93969061","78.49318493",469,"CAFA"
"627","Dolichandrone atrovirens","13.93973093","78.4934084",470,"CAFA"
"628","Dolichandrone atrovirens","13.93975251","78.49342033",469,"CAFA"
"629","Acacia chundra","13.85293296","78.44300353",486.3590088,"Control"
"630","Azadirachata indica","14.00890776","78.32033855",506.1677246,"CAFA"
"631","Tamarindus indica","13.87385388","78.52804817",436,"CAFA"
"632","Dolichandrone atrovirens","14.01929704","78.38073829",428,"CPFA"
"633","Acacia chundra","13.86189574","78.4329012",458.1671143,"Control"
"634","Dolichandrone atrovirens","13.83850257","78.41071694",527.7410889,"CAFA"
"635","Dolichandrone atrovirens","14.0192218","78.38249698",443,"CAFA"
"636","Dolichandrone atrovirens","13.93969234","78.49322546",459,"CAFA"
"637","Carissa carandas","14.078528333333335","78.32908",496.8,"CAFA"
"638","Chloroxylon swietenia","13.82897781","78.41315974",442.7015381,"CAFA"
"639","Butea monosperma","14.06729253","78.34890159",419,"CAFA"
"640","Dalbergia paniculata","14.00870551","78.32066083",503.4611816,"CAFA"
"641","Holoptelia intergrifolia","13.84884957","78.42861319",457,"CAFA"
"642","Dolichandrone atrovirens","13.83783882","78.4106369",521.2526855,"Control"
"643","Dalbergia paniculata","14.055595000000002","78.34366166666668",580.2,"CAFA"
"644","Dolichandrone atrovirens","13.83866816","78.41077556",538.5251465,"CAFA"
"645","Dolichandrone atrovirens","13.9399595","78.49537865",454,"CAFA"
"646","Limonia acidissima","13.87344522","78.52906367",451,"CAFA"
"647","Tectona grandis","13.8488533","78.42861963",457,"CAFA"
"648","Dolichandrone atrovirens","13.87304222","78.52490228",434,"CAFA"
"649","Pongamia pinnata","13.87357158","78.52859367",449,"CAFA"
"650","Dolichandrone atrovirens","13.93981712","78.4931587",456,"CAFA"
"651","Dolichandrone atrovirens","14.02127973","78.3810785",466,"CAFA"
"652","Wrightia tinctoria","13.86475595","78.39874495",415.0196533,"CAFA"
"653","Dolichandrone atrovirens","13.93964219","78.49330166",463,"CAFA"
"654","Dolichandrone atrovirens","13.94002713","78.49544174",468,"CAFA"
"655","Dolichandrone atrovirens","13.93971412","78.49326608",460,"CAFA"
"656","Dolichandrone atrovirens","13.93964783","78.49328437",469,"CAFA"
"657","Dolichandrone atrovirens","13.93964398","78.49325214",472,"CAFA"
"658","Dolichandrone atrovirens","13.93970218","78.49317467",460,"CAFA"
"659","Dolichandrone atrovirens","13.9396712","78.49321799",469,"CAFA"
"660","Dolichandrone atrovirens","13.93971351","78.49325985",470,"CAFA"
"661","Dolichandrone atrovirens","13.93997959","78.49392303",469,"CAFA"
"662","Dolichandrone atrovirens","13.83795781","78.41067653",525.1867676,"Control"
"663","Wrightia tinctoria","13.86932595","78.41774651",425.2219238,"Control"
"664","Chloroxylon swietenia","13.82886475","78.41304586",445.3710327,"CAFA"
"665","Limonia acidissima","13.8734287","78.52888001",446,"CAFA"
"666","Dolichandrone atrovirens","13.94071709","78.49428108",445,"Control"
"667","Azadirachata indica","14.11614544","78.34027908",401.666687,"CAFA"
"668","Dolichandrone atrovirens","13.8620127","78.43276528",460.1176758,"Control"
"669","Dolichandrone atrovirens","14.059313333333334","78.34456333333333",568.3,"CPFA"
"670","Tectona grandis","13.84896196","78.42845477",462.9293213,"CAFA"
"671","Dolichandrone atrovirens","13.84219206","78.42812122",474.94104,"Control"
"672","Dolichandrone atrovirens","13.93966732","78.49322154",457,"CAFA"
"673","Dolichandrone atrovirens","13.93971423","78.49326292",464,"CAFA"
"674","Pongamia pinnata","13.8922949","78.48076157",440,"CPFA"
"675","Dolichandrone atrovirens","13.9397089","78.49323799",469,"CAFA"
"676","Dolichandrone atrovirens","13.83710512","78.41075329",499.2133179,"Control"
"677","Dolichandrone atrovirens","13.8694728","78.41780261",420.1600952,"Control"
"678","Chloroxylon swietenia","13.94237199","78.50764275",413,"CPFA"
"679","Tamarindus indica","13.87357787","78.52803151",447,"CAFA"
"680","Acacia chundra","13.84581355","78.44862753",516.2875977,"CPFA"
"681","Dolichandrone atrovirens","14.02169852","78.38093085",467,"CAFA"
"682","Acacia chundra","13.85045936","78.44356861",476.3969727,"CPFA"
"683","Dolichandrone atrovirens","14.11815154","78.334998",408.5330811,"CAFA"
"684","Dolichandrone atrovirens","14.055608333333332","78.34357666666666",579.8,"CAFA"
"685","Dolichandrone atrovirens","13.84878098","78.42873294",458,"CAFA"
"686","Dolichandrone atrovirens","13.93967902","78.49320302",471,"CAFA"
"687","Dolichandrone atrovirens","13.82788199","78.41305999",469.3503418,"Control"
"688","Dolichandrone atrovirens","13.94081092","78.49442085",464,"Control"
"689","Pongamia pinnata","13.87354077","78.5285824",457,"CAFA"
"690","Dolichandrone atrovirens","13.84897019","78.42850062",465,"CAFA"
"691","Dolichandrone atrovirens","13.82741736","78.41316885",462.3851318,"Control"
"692","Acacia chundra","13.86197057","78.43288855",451.0341797,"Control"
"693","Azadirachata indica","14.00874856","78.32047407",499.4667358,"CAFA"
"694","Dolichandrone atrovirens","14.0212575","78.37987602",458,"CPFA"
"695","Chloroxylon swietenia","13.82895606","78.41249911",441.4442139,"CAFA"
"696","Limonia acidissima","13.87347944","78.52896591",449,"CAFA"
"697","Dalbergia paniculata","14.04118964","78.3179492",516.7058716,"Control"
"698","Acacia chundra","14.0782","78.32971666666667",532.5,"CAFA"
"699","Dolichandrone atrovirens","13.83703525","78.41075072",522.3480225,"Control"
"700","Chloroxylon swietenia","13.82874206","78.41314091",445.7207031,"CAFA"
"701","Wrightia tinctoria","14.00915887","78.32011113",533.041626,"CPFA"
"702","Dolichandrone atrovirens","13.86197276","78.43266088",453.0116577,"Control"
"703","Dolichandrone atrovirens","13.83708752","78.4106275",510.5392456,"Control"
"704","Dolichandrone atrovirens","13.83747489","78.4107507",505.0996094,"Control"
"705","Dolichandrone atrovirens","13.84222121","78.42866072",484.3927002,"Control"
"706","Chloroxylon swietenia","14.02244641","78.38139643",453,"CAFA"
"707","Acacia chundra","13.86197312","78.43348972",447.4119873,"Control"
"708","Gardenia gummifera","13.8950453","78.47712263",447,"CAFA"
"709","Acacia chundra","13.85047245","78.44337459",475.5281372,"CPFA"
"710","Dolichandrone atrovirens","13.84355999","78.42113219",478.2539063,"CAFA"
"711","Dolichandrone atrovirens","13.93976843","78.49539556",481,"CAFA"
"712","Dolichandrone atrovirens","13.94043902","78.49550364",462,"CAFA"
"713","Dolichandrone atrovirens","13.94027769","78.49541028",467,"CAFA"
"714","Dolichandrone atrovirens","13.94002271","78.49390385",463,"CAFA"
"715","Dolichandrone atrovirens","13.93992653","78.49545285",488,"CAFA"
"716","Chloroxylon swietenia","14.050925","78.32462833333334",578.2,"CAFA"
"717","Pongamia pinnata","14.06461","78.31959",532.6,"CAFA"
"718","Dolichandrone atrovirens","14.05927","78.34465833333334",568.4,"CPFA"
"719","Wrightia tinctoria","13.80482338","78.41402952",499.3362427,"CAFA"
"720","Dolichandrone atrovirens","14.061650000000002","78.34216833333333",564.2,"Control"
"721","Dolichandrone atrovirens","13.83715053","78.41060814",514.0310669,"Control"
"722","Dolichandrone atrovirens","13.80505109","78.41417404",498.2965088,"CAFA"
"723","Dolichandrone atrovirens","14.059033333333332","78.34409833333333",565.6,"CPFA"
"724","Dolichandrone atrovirens","13.83761394","78.41062271",502.8453369,"Control"
"725","Chloroxylon swietenia","13.82870928","78.41305365",443.2523193,"CAFA"
"726","Chloroxylon swietenia","13.82880863","78.41316181",446.4396973,"CAFA"
"727","Chloroxylon swietenia","13.94238377","78.50767735",414,"CPFA"
"728","Tamarindus indica","13.87365332","78.52808688",442,"CAFA"
"729","Dalbergia paniculata","13.87344891","78.52907836",453,"CAFA"
"730","Azadirachata indica","14.00870523","78.32072569",505.9423828,"CAFA"
"731","Dolichandrone atrovirens","14.01930683","78.3807284",428,"CPFA"
"732","Wrightia tinctoria","13.89229395","78.48015109",440,"CPFA"
"733","Azadirachata indica","13.80481667","78.41402649",499.3900146,"CAFA"
"734","Wrightia tinctoria","14.07237672","78.36365948",411,"CPFA"
"735","Dolichandrone atrovirens","14.055670000000001","78.34367333333333",484.5,"CAFA"
"736","Chloroxylon swietenia","14.02251337","78.38131386",454,"CAFA"
"737","Chloroxylon swietenia","13.94277655","78.50776434",393,"CPFA"
"738","Dolichandrone atrovirens","14.01962705","78.38231096",439,"CAFA"
"739","Acacia chundra","13.8504181","78.4432344",488.5404053,"CPFA"
"740","Dolichandrone atrovirens","14.058798333333334","78.33759333333334",536.4,"CPFA"
"741","Dolichandrone atrovirens","13.93971838","78.49315444",456,"CAFA"
"742","Dolichandrone atrovirens","14.02127668","78.38103635",460,"CAFA"
"743","Pongamia pinnata","13.87341012","78.52879485",448,"CAFA"
"744","Tectona grandis","13.84891261","78.42852504",450.0592651,"CAFA"
"745","Tectona grandis","13.8489584","78.42847294",454.512207,"CAFA"
"746","Acacia chundra","13.86194697","78.43362689",473.2145996,"Control"
"747","Pongamia pinnata","13.87349041","78.52861296",459,"CAFA"
"748","Cassia fistula","14.06330799","78.35485558",433,"CAFA"
"749","Diospyros montana","14.063541","78.3549778",425,"CAFA"
"750","Dolichandrone atrovirens","13.82893671","78.41257469",448.472229,"CAFA"
"751","Dolichandrone atrovirens","14.055186666666668","78.34384166666668",483.6,"CAFA"
"752","Dalbergia paniculata","13.8289346","78.41290728",443.5025635,"CAFA"
"753","Pongamia pinnata","13.87342028","78.5288654",446,"CAFA"
