site_code,sapling_name,sapling_tag_no,treatment,type_recruit,Note on revisit,sapling_coordinate,sapling_altitude,sapling_coordinate-accuracy,sapling_height (cm),sapling_rcd (cm),sapling_line_to_sapling (m),sapling_to_sapling (m),sapling_disturbance,PARENT_KEY,KEY,site
APC6,Dolichandrone atrovirens,1380,bodha_grass_removed_no_fire,seedling recruitment,,"13.9396982,78.49313357",456,4.288,46,1.5,8,0.5,none,uuid:76e9de80-2bcb-42b8-9353-8c698af54ff6,uuid:76e9de80-2bcb-42b8-9353-8c698af54ff6/sapling_repeat[2],APC6bodha_grass_removed_no_fire
APC1,Tectona grandis,1036,bodha_grass_removed_no_fire,seedling recruitment,,"13.84884285,78.42859926",457,4.288,46,1.7,10,3,none,uuid:1bba5eee-3eda-4d8a-ba40-2a8f3bb568f7,uuid:1bba5eee-3eda-4d8a-ba40-2a8f3bb568f7/sapling_repeat[26],APC1bodha_grass_removed_no_fire
APC11,Dalbergia sissoo,4614,all_burnt,clonal offspring,from an old sapling,"13.83757623,78.41066805",521.7565308,4.288,45,0.4,5,2,none,uuid:a87bc91e-a1aa-46de-a276-50289305c340,uuid:a87bc91e-a1aa-46de-a276-50289305c340/sapling_repeat[9],APC11all_burnt
APA16,Albizia amara,4786,bodha_grass_removed_no_fire,seedling recruitment,,"14.11614723,78.34026755",405.3840332,4.288,45,0.5,5,1.5,none,uuid:3edaa534-46c6-41e7-a507-38160aa7c0ed,uuid:3edaa534-46c6-41e7-a507-38160aa7c0ed/sapling_repeat[2],APA16bodha_grass_removed_no_fire
APC8,Dalbergia paniculata,3702,bodha_grass_removed_no_fire,seedling recruitment,,"13.87362489,78.5280334",443,4.288,45,0.5,5,3,none,uuid:29d8362e-6fe7-465c-9c5d-61e347224d38,uuid:29d8362e-6fe7-465c-9c5d-61e347224d38/sapling_repeat[14],APC8bodha_grass_removed_no_fire
APC12,Acacia chundra,4687,bodha_grass_present_no_fire,seedling recruitment,,"13.89261951,78.41359558",429,4.5509996,45,0.6,3,7,none,uuid:21ad8535-3e2e-4066-88cc-bec794453533,uuid:21ad8535-3e2e-4066-88cc-bec794453533/sapling_repeat[8],APC12bodha_grass_present_no_fire
APC4,Dolichandrone atrovirens,1438,all_burnt,clonal offspring,,"13.84227217,78.42809894",464.4934082,4.288,45,0.6,6,1.2,none,uuid:4f54e640-b788-4912-9c50-d5658ac58231,uuid:4f54e640-b788-4912-9c50-d5658ac58231/sapling_repeat[2],APC4all_burnt
APA8,Dolichandrone atrovirens,3998,bodha_grass_removed_no_fire,clonal offspring,,"14.02187476,78.38090218",476,4.288,45,0.7,0,0,none,uuid:b2af20a6-b1a1-46f5-ae91-f978aeedb971,uuid:b2af20a6-b1a1-46f5-ae91-f978aeedb971/sapling_repeat[8],APA8bodha_grass_removed_no_fire
APC12,Acacia chundra,4671,bodha_grass_removed_no_fire,seedling recruitment,,"13.89415165,78.41317955",427.5776367,4.288,45,0.7,7,6,none,uuid:70a61ec4-f34d-4439-bcfa-cfd967f07df4,uuid:70a61ec4-f34d-4439-bcfa-cfd967f07df4/sapling_repeat[14],APC12bodha_grass_removed_no_fire
APC2,Tectona grandis,3750,bodha_grass_removed_no_fire,seedling recruitment,,"13.89541179,78.47735199",438,4.288,45,0.7,6,5,none,uuid:bcf824e4-8cc6-43d5-8793-f9088bf2ffad,uuid:bcf824e4-8cc6-43d5-8793-f9088bf2ffad/sapling_repeat[12],APC2bodha_grass_removed_no_fire
APC4,Dolichandrone atrovirens,1091,all_burnt,clonal offspring,,"13.84221663,78.42840432",470.5811768,4.288,45,0.7,6,1.5,none,uuid:4f54e640-b788-4912-9c50-d5658ac58231,uuid:4f54e640-b788-4912-9c50-d5658ac58231/sapling_repeat[8],APC4all_burnt
APC1,Dolichandrone atrovirens,1069,bodha_grass_present_no_fire,clonal offspring,,"13.85046409,78.44352732",508.2833862,4.288,45,0.9,3,7,none,uuid:a332e100-79f6-41db-9d9f-0482892368f4,uuid:a332e100-79f6-41db-9d9f-0482892368f4/sapling_repeat[11],APC1bodha_grass_present_no_fire
APC3,Dolichandrone atrovirens,1481,bodha_grass_removed_no_fire,seedling recruitment,,"13.82894454,78.41257051",453.1020508,4.288,45,0.9,6,1,none,uuid:3571d744-1048-4797-a485-5e341e06d360,uuid:3571d744-1048-4797-a485-5e341e06d360/sapling_repeat[14],APC3bodha_grass_removed_no_fire
APC7,Dolichandrone atrovirens,4548,bodha_grass_removed_no_fire,seedling recruitment,,"13.93993042,78.49542676",489,4.288,45,0.9,0,2,none,uuid:d77f3969-5887-4716-bd14-d969a8ab9752,uuid:d77f3969-5887-4716-bd14-d969a8ab9752/sapling_repeat[24],APC7bodha_grass_removed_no_fire
APC11,Dolichandrone atrovirens,1385,bodha_grass_removed_no_fire,seedling recruitment,,"13.8385539,78.41080807",529.161499,4.288,45,1.1,1,3,none,uuid:9a5a4b85-8fb8-4992-b130-6b0315bd0041,uuid:9a5a4b85-8fb8-4992-b130-6b0315bd0041/sapling_repeat[11],APC11bodha_grass_removed_no_fire
APC10,Wrightia tinctoria,4636,bodha_grass_removed_no_fire,seedling recruitment,,"13.8646367,78.39892805",418.6350098,3.216,45,1.2,4,0,none,uuid:f026b57d-dbbc-4525-80d5-2197733fab7f,uuid:f026b57d-dbbc-4525-80d5-2197733fab7f/sapling_repeat[1],APC10bodha_grass_removed_no_fire
APC13,Pongamia pinnata,3785,bodha_grass_present_no_fire,seedling recruitment,,"13.90664924,78.50226173",428,4.288,45,1.3,5,4,none,uuid:e400ed9f-f248-42cc-9402-b000d0f2c4cd,uuid:e400ed9f-f248-42cc-9402-b000d0f2c4cd/sapling_repeat[8],APC13bodha_grass_present_no_fire
APC2,Tectona grandis,3741,bodha_grass_removed_no_fire,seedling recruitment,,"13.89552309,78.47729047",458,4.288,45,1.3,3,2,none,uuid:bcf824e4-8cc6-43d5-8793-f9088bf2ffad,uuid:bcf824e4-8cc6-43d5-8793-f9088bf2ffad/sapling_repeat[7],APC2bodha_grass_removed_no_fire
APC3,Dolichandrone atrovirens,1323,all_burnt,clonal offspring,,"13.82793844,78.41301122",473.9952393,4.288,45,1.4,6,1,none,uuid:9dabc10a-b600-4608-9698-a8ccb38fe0e4,uuid:9dabc10a-b600-4608-9698-a8ccb38fe0e4/sapling_repeat[24],APC3all_burnt
APC11,Dolichandrone atrovirens,4623,all_burnt,clonal offspring,from an old sapling,"13.83706189,78.41069018",511.309021,4.288,45,1.5,4,4,none,uuid:a87bc91e-a1aa-46de-a276-50289305c340,uuid:a87bc91e-a1aa-46de-a276-50289305c340/sapling_repeat[18],APC11all_burnt
APC13,Pongamia pinnata,3771,bodha_grass_present_no_fire,seedling recruitment,,"13.90655215,78.50215657",448,4.288,45,1.5,5,2.5,none,uuid:e400ed9f-f248-42cc-9402-b000d0f2c4cd,uuid:e400ed9f-f248-42cc-9402-b000d0f2c4cd/sapling_repeat[11],APC13bodha_grass_present_no_fire
APC7,Dolichandrone atrovirens,4513,bodha_grass_removed_no_fire,seedling recruitment,,"13.94016005,78.49539977",463,4.288,45,1.6,3,1,none,uuid:d77f3969-5887-4716-bd14-d969a8ab9752,uuid:d77f3969-5887-4716-bd14-d969a8ab9752/sapling_repeat[44],APC7bodha_grass_removed_no_fire
APA12,Wrightia tinctoria,4909,all_burnt,clonal offspring,from an old sapling,"14.04112487,78.31749891",536.503418,4.288,44,0.6,7,3,none,uuid:b73983d3-7359-4868-bfb0-cd2df4ca1a25,uuid:b73983d3-7359-4868-bfb0-cd2df4ca1a25/sapling_repeat[1],APA12all_burnt
APA10,Dolichandrone atrovirens,3975,bodha_grass_present_no_fire,seedling recruitment,,"14.01927066,78.3808254",431,4.288,44,0.9,8,0,none,uuid:209fd91d-a600-4e87-8b3f-584a068748f0,uuid:209fd91d-a600-4e87-8b3f-584a068748f0/sapling_repeat[7],APA10bodha_grass_present_no_fire
APA10,Dolichandrone atrovirens,3958,bodha_grass_removed_no_fire,seedling recruitment,,"14.01920122,78.38252644",441,4.288,44,1,3,0,none,uuid:d035842c-e768-4f37-9230-66f5cc58b691,uuid:d035842c-e768-4f37-9230-66f5cc58b691/sapling_repeat[14],APA10bodha_grass_removed_no_fire
APA2,Dalbergia paniculata,1108,bodha_grass_removed_no_fire,clonal offspring,,"14.06936166666667,78.31832666666666",551.9,4.4,44,1.2,7,3,none,uuid:f2977bb8-a9ce-4e7e-9b7f-495c1c9e7f47,uuid:f2977bb8-a9ce-4e7e-9b7f-495c1c9e7f47/sapling_repeat[6],APA2bodha_grass_removed_no_fire
APC2,Tectona grandis,3726,bodha_grass_removed_no_fire,seedling recruitment,,"13.89552673,78.47728568",455,4.288,44,1.3,4,0,none,uuid:bcf824e4-8cc6-43d5-8793-f9088bf2ffad,uuid:bcf824e4-8cc6-43d5-8793-f9088bf2ffad/sapling_repeat[8],APC2bodha_grass_removed_no_fire
APC13,Tectona grandis,4517,bodha_grass_removed_no_fire,seedling recruitment,,"13.9055726,78.50210538",433,4.288,44,1.6,1.5,6,none,uuid:f5263055-57e8-4c93-b366-e28ca04b4a2e,uuid:f5263055-57e8-4c93-b366-e28ca04b4a2e/sapling_repeat[5],APC13bodha_grass_removed_no_fire
APC6,Dolichandrone atrovirens,1317,bodha_grass_removed_no_fire,seedling recruitment,,"13.93992664,78.49372583",465,3.216,44,1.7,8,2,none,uuid:76e9de80-2bcb-42b8-9353-8c698af54ff6,uuid:76e9de80-2bcb-42b8-9353-8c698af54ff6/sapling_repeat[85],APC6bodha_grass_removed_no_fire
APC11,Dolichandrone atrovirens,4619,all_burnt,seedling recruitment,from an year old sapling,"13.83715431,78.41075574",507.137146,3.216,43,0.5,7,1,none,uuid:a87bc91e-a1aa-46de-a276-50289305c340,uuid:a87bc91e-a1aa-46de-a276-50289305c340/sapling_repeat[14],APC11all_burnt
APC13,Pongamia pinnata,3759,bodha_grass_present_no_fire,seedling recruitment,,"13.90662621,78.50250817",444,4.288,43,0.7,2,3,none,uuid:e400ed9f-f248-42cc-9402-b000d0f2c4cd,uuid:e400ed9f-f248-42cc-9402-b000d0f2c4cd/sapling_repeat[2],APC13bodha_grass_present_no_fire
APC3,Chloroxylon swietenia,1308,all_burnt,clonal offspring,,"13.82798865,78.41311278",457.5916748,4.288,43,0.7,9.5,0.2,none,uuid:9dabc10a-b600-4608-9698-a8ccb38fe0e4,uuid:9dabc10a-b600-4608-9698-a8ccb38fe0e4/sapling_repeat[9],APC3all_burnt
APA7,Dolichandrone atrovirens,3980,bodha_grass_present_no_fire,clonal offspring,,"14.0218105,78.37972073",440,4.288,43,0.8,6,0,none,uuid:b0f141d5-4d19-4799-9f27-58d25a22627f,uuid:b0f141d5-4d19-4799-9f27-58d25a22627f/sapling_repeat[1],APA7bodha_grass_present_no_fire
APA19,Chloroxylon swietenia,1023,bodha_grass_removed_no_fire,seedling recruitment,,"14.051681666666665,78.32454166666666",586.7,5,43,0.9,4,3,none,uuid:b534d176-bf85-411a-a5ae-8b722ebe957d,uuid:b534d176-bf85-411a-a5ae-8b722ebe957d/sapling_repeat[23],APA19bodha_grass_removed_no_fire
APC9,Limonia acidissima,3724,bodha_grass_removed_no_fire,seedling recruitment,,"13.87346769,78.52888778",447,4.288,43,0.9,9,0,none,uuid:9268941b-f621-4c93-9f29-62355a40e2af,uuid:9268941b-f621-4c93-9f29-62355a40e2af/sapling_repeat[7],APC9bodha_grass_removed_no_fire
APA7,Ziziphus mauritiana,3947,bodha_grass_removed_no_fire,seedling recruitment,,"14.02251234,78.38130385",452,4.288,43,1,2,1,browsed,uuid:749e5815-f6a3-47f6-9f0a-20bc2e346b9b,uuid:749e5815-f6a3-47f6-9f0a-20bc2e346b9b/sapling_repeat[8],APA7bodha_grass_removed_no_fire
APC9,Limonia acidissima,3773,bodha_grass_removed_no_fire,seedling recruitment,,"13.87348523,78.52896343",446,4.288,43,1,8,3,none,uuid:9268941b-f621-4c93-9f29-62355a40e2af,uuid:9268941b-f621-4c93-9f29-62355a40e2af/sapling_repeat[14],APC9bodha_grass_removed_no_fire
APC10,Tectona grandis,4639,bodha_grass_removed_no_fire,clonal offspring,,"13.86471626,78.39890519",427.0041504,4.288,43,1.2,6,7,none,uuid:f026b57d-dbbc-4525-80d5-2197733fab7f,uuid:f026b57d-dbbc-4525-80d5-2197733fab7f/sapling_repeat[4],APC10bodha_grass_removed_no_fire
APC5,Dolichandrone atrovirens,1330,bodha_grass_removed_no_fire,seedling recruitment,,"13.80555934,78.4143084",483.428772,3.216,43,1.2,0.6,6.5,none,uuid:3397899f-3f93-461a-9440-5e50d5cb21f8,uuid:3397899f-3f93-461a-9440-5e50d5cb21f8/sapling_repeat[4],APC5bodha_grass_removed_no_fire
APC7,Dolichandrone atrovirens,4549,bodha_grass_removed_no_fire,seedling recruitment,,"13.93993488,78.49541019",480,4.288,43,1.2,4,3,none,uuid:d77f3969-5887-4716-bd14-d969a8ab9752,uuid:d77f3969-5887-4716-bd14-d969a8ab9752/sapling_repeat[26],APC7bodha_grass_removed_no_fire
APC6,Dolichandrone atrovirens,1391,bodha_grass_removed_no_fire,seedling recruitment,,"13.93970745,78.49318425",466,4.288,43,1.2,7,2,none,uuid:76e9de80-2bcb-42b8-9353-8c698af54ff6,uuid:76e9de80-2bcb-42b8-9353-8c698af54ff6/sapling_repeat[8],APC6bodha_grass_removed_no_fire
APC6,Dolichandrone atrovirens,1326,bodha_grass_removed_no_fire,seedling recruitment,,"13.93975939,78.49339414",468,4.288,43,1.3,0.2,0.3,none,uuid:76e9de80-2bcb-42b8-9353-8c698af54ff6,uuid:76e9de80-2bcb-42b8-9353-8c698af54ff6/sapling_repeat[65],APC6bodha_grass_removed_no_fire
APC6,Dolichandrone atrovirens,1367,bodha_grass_removed_no_fire,seedling recruitment,,"13.93965191,78.49324192",467,4.288,43,1.3,0,1,none,uuid:76e9de80-2bcb-42b8-9353-8c698af54ff6,uuid:76e9de80-2bcb-42b8-9353-8c698af54ff6/sapling_repeat[32],APC6bodha_grass_removed_no_fire
APC6,Dolichandrone atrovirens,1366,bodha_grass_removed_no_fire,seedling recruitment,,"13.93970674,78.49324162",472,4.288,43,1.4,2,0.1,none,uuid:76e9de80-2bcb-42b8-9353-8c698af54ff6,uuid:76e9de80-2bcb-42b8-9353-8c698af54ff6/sapling_repeat[53],APC6bodha_grass_removed_no_fire
APC6,Dolichandrone atrovirens,1386,bodha_grass_removed_no_fire,seedling recruitment,,"13.9396774,78.49324139",473,4.288,43,1.7,5.3,1.5,none,uuid:76e9de80-2bcb-42b8-9353-8c698af54ff6,uuid:76e9de80-2bcb-42b8-9353-8c698af54ff6/sapling_repeat[19],APC6bodha_grass_removed_no_fire
APA18,Dolichandrone atrovirens,1144,bodha_grass_removed_no_fire,clonal offspring,,"14.055241666666666,78.34297",483.8,4.7,43,1.8,6,2,none,uuid:3ec8c956-4a6d-4be4-997c-2fab93cb1597,uuid:3ec8c956-4a6d-4be4-997c-2fab93cb1597/sapling_repeat[7],APA18bodha_grass_removed_no_fire
APC5,Dolichandrone atrovirens,1337,bodha_grass_removed_no_fire,seedling recruitment,,"13.80536196,78.41416892",494.8048096,3.216,43,1.9,2.5,0.5,none,uuid:3397899f-3f93-461a-9440-5e50d5cb21f8,uuid:3397899f-3f93-461a-9440-5e50d5cb21f8/sapling_repeat[11],APC5bodha_grass_removed_no_fire
APC1,Dolichandrone atrovirens,1401,all_burnt,clonal offspring,,"13.85311727,78.44331258",505.2784424,4.288,43,2.3,5,4,none,uuid:82f8ef67-d9ae-4212-b3bc-98cd770c64fc,uuid:82f8ef67-d9ae-4212-b3bc-98cd770c64fc/sapling_repeat[2],APC1all_burnt
APA2,Azadirachata indica,1223,bodha_grass_removed_no_fire,clonal offspring,,"14.069395000000002,78.31820166666667",552.6,4.6,42,0.4,5,3,none,uuid:f2977bb8-a9ce-4e7e-9b7f-495c1c9e7f47,uuid:f2977bb8-a9ce-4e7e-9b7f-495c1c9e7f47/sapling_repeat[11],APA2bodha_grass_removed_no_fire
APA21,Dalbergia paniculata,4921,bodha_grass_present_no_fire,seedling recruitment,,"14.00919816,78.3200484",502.5698242,4.288,42,0.5,7.5,0,none,uuid:60e6377a-4974-41ee-b8a2-2d982e987deb,uuid:60e6377a-4974-41ee-b8a2-2d982e987deb/sapling_repeat[6],APA21bodha_grass_present_no_fire
APA21,Dalbergia paniculata,4925,bodha_grass_present_no_fire,clonal offspring,,"14.00908532,78.32029892",513.2385864,4.288,42,0.6,0.5,1,none,uuid:60e6377a-4974-41ee-b8a2-2d982e987deb,uuid:60e6377a-4974-41ee-b8a2-2d982e987deb/sapling_repeat[2],APA21bodha_grass_present_no_fire
APA2,Dalbergia paniculata,1104,bodha_grass_removed_no_fire,clonal offspring,,"14.069906666666668,78.31842833333333",553.2,5,42,0.8,5,2,none,uuid:f2977bb8-a9ce-4e7e-9b7f-495c1c9e7f47,uuid:f2977bb8-a9ce-4e7e-9b7f-495c1c9e7f47/sapling_repeat[2],APA2bodha_grass_removed_no_fire
APC13,Pongamia pinnata,3749,bodha_grass_present_no_fire,seedling recruitment,,"13.90646965,78.50193189",436,4.288,42,0.8,3,2,none,uuid:e400ed9f-f248-42cc-9402-b000d0f2c4cd,uuid:e400ed9f-f248-42cc-9402-b000d0f2c4cd/sapling_repeat[16],APC13bodha_grass_present_no_fire
APC6,Dolichandrone atrovirens,4508,all_burnt,clonal offspring,,"13.9409628,78.49458477",443,4.288,42,0.8,7,0.1,none,uuid:ef5fc0b1-e8e9-428b-8c93-49692b9e686b,uuid:ef5fc0b1-e8e9-428b-8c93-49692b9e686b/sapling_repeat[14],APC6all_burnt
APC8,Dalbergia paniculata,3723,bodha_grass_removed_no_fire,seedling recruitment,,"13.87351232,78.52803685",454,4.288,42,1,2,0,none,uuid:29d8362e-6fe7-465c-9c5d-61e347224d38,uuid:29d8362e-6fe7-465c-9c5d-61e347224d38/sapling_repeat[17],APC8bodha_grass_removed_no_fire
APC5,Dolichandrone atrovirens,1334,bodha_grass_removed_no_fire,seedling recruitment,,"13.80540868,78.41424135",499.9295654,4.288,42,1.1,7,1.5,none,uuid:3397899f-3f93-461a-9440-5e50d5cb21f8,uuid:3397899f-3f93-461a-9440-5e50d5cb21f8/sapling_repeat[8],APC5bodha_grass_removed_no_fire
APC6,Dolichandrone atrovirens,1377,bodha_grass_removed_no_fire,seedling recruitment,,"13.93965912,78.49320936",461,4.288,42,1.1,0,1,none,uuid:76e9de80-2bcb-42b8-9353-8c698af54ff6,uuid:76e9de80-2bcb-42b8-9353-8c698af54ff6/sapling_repeat[25],APC6bodha_grass_removed_no_fire
APC13,Pongamia pinnata,3779,bodha_grass_present_no_fire,seedling recruitment,,"13.90655849,78.50215663",447,4.288,42,1.3,0,2,none,uuid:e400ed9f-f248-42cc-9402-b000d0f2c4cd,uuid:e400ed9f-f248-42cc-9402-b000d0f2c4cd/sapling_repeat[12],APC13bodha_grass_present_no_fire
APC6,Dolichandrone atrovirens,1331,bodha_grass_removed_no_fire,seedling recruitment,,"13.93977752,78.49344505",466,4.288,42,1.3,1,5,none,uuid:76e9de80-2bcb-42b8-9353-8c698af54ff6,uuid:76e9de80-2bcb-42b8-9353-8c698af54ff6/sapling_repeat[69],APC6bodha_grass_removed_no_fire
APC6,Dolichandrone atrovirens,1344,bodha_grass_removed_no_fire,seedling recruitment,,"13.93966185,78.49322528",460,4.288,42,1.8,0,0.6,none,uuid:76e9de80-2bcb-42b8-9353-8c698af54ff6,uuid:76e9de80-2bcb-42b8-9353-8c698af54ff6/sapling_repeat[26],APC6bodha_grass_removed_no_fire
APC6,Dolichandrone atrovirens,1300,bodha_grass_removed_no_fire,seedling recruitment,,"13.93973575,78.49318548",470,4.288,42,2.1,3,2,none,uuid:76e9de80-2bcb-42b8-9353-8c698af54ff6,uuid:76e9de80-2bcb-42b8-9353-8c698af54ff6/sapling_repeat[55],APC6bodha_grass_removed_no_fire
APA12,Dalbergia paniculata,4788,all_burnt,clonal offspring,,"14.04113049,78.31752146",522.1976318,4.288,41,0.5,0.1,7,none,uuid:b73983d3-7359-4868-bfb0-cd2df4ca1a25,uuid:b73983d3-7359-4868-bfb0-cd2df4ca1a25/sapling_repeat[22],APA12all_burnt
APC6,Dolichandrone atrovirens,1342,bodha_grass_removed_no_fire,seedling recruitment,,"13.9396527,78.49319438",471,4.288,41,1.2,3,1.5,none,uuid:76e9de80-2bcb-42b8-9353-8c698af54ff6,uuid:76e9de80-2bcb-42b8-9353-8c698af54ff6/sapling_repeat[22],APC6bodha_grass_removed_no_fire
APC13,Tectona grandis,3461,bodha_grass_present_no_fire,seedling recruitment,,"13.90663721,78.50244402",440,4.288,41,1.5,8,3,none,uuid:e400ed9f-f248-42cc-9402-b000d0f2c4cd,uuid:e400ed9f-f248-42cc-9402-b000d0f2c4cd/sapling_repeat[3],APC13bodha_grass_present_no_fire
APC6,Dolichandrone atrovirens,1348,bodha_grass_removed_no_fire,seedling recruitment,,"13.93970114,78.49322089",473,4.288,41,1.6,7,0.4,none,uuid:76e9de80-2bcb-42b8-9353-8c698af54ff6,uuid:76e9de80-2bcb-42b8-9353-8c698af54ff6/sapling_repeat[48],APC6bodha_grass_removed_no_fire
APA6,Acacia leucophloea,3918,all_burnt,clonal offspring,from an old sapling,"14.03177139,78.37961441",418,4.288,40,0.3,1,0,none,uuid:e1c28098-bd3d-456e-b92f-2ca65ac74196,uuid:e1c28098-bd3d-456e-b92f-2ca65ac74196/sapling_repeat[6],APA6all_burnt
APC10,Acacia chundra,4988,all_burnt,clonal offspring,,"13.86188182,78.4328561",458.394165,3.216,40,0.3,6,3,none,uuid:14440c18-36dc-47b8-adc8-31f8f686e799,uuid:14440c18-36dc-47b8-adc8-31f8f686e799/sapling_repeat[13],APC10all_burnt
APC5,Azadirachata indica,1368,bodha_grass_present_no_fire,seedling recruitment,,"13.81417649,78.41904041",454.3720703,4.288,40,0.3,5,15,none,uuid:fbd147db-7b17-4081-9500-41386984a897,uuid:fbd147db-7b17-4081-9500-41386984a897/sapling_repeat[2],APC5bodha_grass_present_no_fire
APC7,Chloroxylon swietenia,3702,bodha_grass_present_no_fire,seedling recruitment,,"13.94236147,78.50764529",414,4.288,40,0.3,2,0,none,uuid:5ae5bcfd-0dd3-4101-86a7-9360a79f93e3,uuid:5ae5bcfd-0dd3-4101-86a7-9360a79f93e3/sapling_repeat[22],APC7bodha_grass_present_no_fire
APA16,Wrightia tinctoria,4780,bodha_grass_removed_no_fire,seedling recruitment,,"14.11628771,78.34035702",398.0246582,4.288,40,0.4,2,1.5,none,uuid:3edaa534-46c6-41e7-a507-38160aa7c0ed,uuid:3edaa534-46c6-41e7-a507-38160aa7c0ed/sapling_repeat[8],APA16bodha_grass_removed_no_fire
APA20,Acacia chundra,3429,bodha_grass_removed_no_fire,seedling recruitment,,"14.07862,78.32986333333334",531.8,4.7,40,0.4,3,5,none,uuid:b5d3e0b8-ae4e-4191-9f76-cfa23663346c,uuid:b5d3e0b8-ae4e-4191-9f76-cfa23663346c/sapling_repeat[6],APA20bodha_grass_removed_no_fire
APC10,Acacia chundra,4978,all_burnt,clonal offspring,,"13.86188843,78.43341058",454.1898193,3.216,40,0.4,6,7,none,uuid:14440c18-36dc-47b8-adc8-31f8f686e799,uuid:14440c18-36dc-47b8-adc8-31f8f686e799/sapling_repeat[23],APC10all_burnt
APC10,Acacia chundra,4997,all_burnt,clonal offspring,,"13.86197665,78.43265486",453.7467041,3.216,40,0.4,6,6,none,uuid:14440c18-36dc-47b8-adc8-31f8f686e799,uuid:14440c18-36dc-47b8-adc8-31f8f686e799/sapling_repeat[4],APC10all_burnt
APA1,Wrightia tinctoria,1185,all_burnt,clonal offspring,from an old sapling,"14.072841666666667,78.32017333333333",549.1,4.8,40,0.5,3,3,none,uuid:e2b89ba3-8b34-432a-b7d5-35112e40b29d,uuid:e2b89ba3-8b34-432a-b7d5-35112e40b29d/sapling_repeat[1],APA1all_burnt
APA12,Cassia fistula,4790,all_burnt,clonal offspring,from root,"14.04119108,78.31771619",498.2635498,4.288,40,0.5,3,0,none,uuid:b73983d3-7359-4868-bfb0-cd2df4ca1a25,uuid:b73983d3-7359-4868-bfb0-cd2df4ca1a25/sapling_repeat[20],APA12all_burnt
APA16,Acacia chundra,4778,bodha_grass_removed_no_fire,seedling recruitment,,"14.11643401,78.34040063",394.9771729,4.288,40,0.5,6,15,none,uuid:3edaa534-46c6-41e7-a507-38160aa7c0ed,uuid:3edaa534-46c6-41e7-a507-38160aa7c0ed/sapling_repeat[10],APA16bodha_grass_removed_no_fire
APA21,Wrightia tinctoria,4934,bodha_grass_removed_no_fire,clonal offspring,,"14.00888866,78.3202856",511.0255127,4.288,40,0.5,4,10,none,uuid:ef0b3dfd-cd35-42cc-beeb-a634df745637,uuid:ef0b3dfd-cd35-42cc-beeb-a634df745637/sapling_repeat[18],APA21bodha_grass_removed_no_fire
APC12,Acacia chundra,4673,bodha_grass_removed_no_fire,seedling recruitment,,"13.89391139,78.41323302",429.6540527,4.288,40,0.5,3.5,6,none,uuid:70a61ec4-f34d-4439-bcfa-cfd967f07df4,uuid:70a61ec4-f34d-4439-bcfa-cfd967f07df4/sapling_repeat[16],APC12bodha_grass_removed_no_fire
APC12,Acacia chundra,4693,bodha_grass_present_no_fire,don't_know,,"13.89262758,78.41390436",430,4.5509996,40,0.5,1,2,none,uuid:21ad8535-3e2e-4066-88cc-bec794453533,uuid:21ad8535-3e2e-4066-88cc-bec794453533/sapling_repeat[14],APC12bodha_grass_present_no_fire
APC7,Chloroxylon swietenia,3704,bodha_grass_present_no_fire,seedling recruitment,,"13.94240845,78.50769471",428,4.288,40,0.5,8,2,none,uuid:5ae5bcfd-0dd3-4101-86a7-9360a79f93e3,uuid:5ae5bcfd-0dd3-4101-86a7-9360a79f93e3/sapling_repeat[17],APC7bodha_grass_present_no_fire
APA16,Premna tomentosa,4773,bodha_grass_removed_no_fire,seedling recruitment,,"14.11669708,78.34049486",400.78125,4.288,40,0.6,4,0,none,uuid:3edaa534-46c6-41e7-a507-38160aa7c0ed,uuid:3edaa534-46c6-41e7-a507-38160aa7c0ed/sapling_repeat[15],APA16bodha_grass_removed_no_fire
APA19,Chloroxylon swietenia,1027,bodha_grass_removed_no_fire,seedling recruitment,,"14.051396666666669,78.32469666666665",587.7,5,40,0.6,9,3,none,uuid:b534d176-bf85-411a-a5ae-8b722ebe957d,uuid:b534d176-bf85-411a-a5ae-8b722ebe957d/sapling_repeat[27],APA19bodha_grass_removed_no_fire
APC1,Erythroxylum monogynum,1081,bodha_grass_present_no_fire,clonal offspring,,"13.85050889,78.44298143",482.9716797,4.288,40,0.6,0.1,3.5,none,uuid:a332e100-79f6-41db-9d9f-0482892368f4,uuid:a332e100-79f6-41db-9d9f-0482892368f4/sapling_repeat[22],APC1bodha_grass_present_no_fire
APA17,Cassia fistula,4747,bodha_grass_removed_no_fire,clonal offspring,,"14.11842642,78.33477101",404.8996582,4.288,40,0.7,6,2.5,none,uuid:77469c3b-b5a4-4108-9ce3-3ebddf4d94a3,uuid:77469c3b-b5a4-4108-9ce3-3ebddf4d94a3/sapling_repeat[22],APA17bodha_grass_removed_no_fire
APA19,Dolichandrone atrovirens,1049,all_burnt,clonal offspring,from an old sapling,"14.061416666666666,78.34244833333334",564.5,4.6,40,0.7,4,2,none,uuid:11c29288-4ab9-4a27-a5f8-338e602ddcb2,uuid:11c29288-4ab9-4a27-a5f8-338e602ddcb2/sapling_repeat[6],APA19all_burnt
