site_code,sapling_name,sapling_tag_no,treatment,type_recruit,Note on revisit,sapling_coordinate,sapling_altitude,sapling_coordinate-accuracy,sapling_height (cm),sapling_rcd (cm),sapling_line_to_sapling (m),sapling_to_sapling (m),sapling_disturbance,PARENT_KEY,KEY,site
APA21,Wrightia tinctoria,4920,bodha_grass_present_no_fire,clonal offspring,,"14.00936557,78.32015936",515.0789795,4.288,40,0.7,7,2.5,none,uuid:60e6377a-4974-41ee-b8a2-2d982e987deb,uuid:60e6377a-4974-41ee-b8a2-2d982e987deb/sapling_repeat[7],APA21bodha_grass_present_no_fire
APA21,Wrightia tinctoria,4922,bodha_grass_present_no_fire,clonal offspring,,"14.0092038,78.32007435",507.5115967,4.288,40,0.7,1,15,none,uuid:60e6377a-4974-41ee-b8a2-2d982e987deb,uuid:60e6377a-4974-41ee-b8a2-2d982e987deb/sapling_repeat[5],APA21bodha_grass_present_no_fire
APA21,Dalbergia paniculata,4926,bodha_grass_present_no_fire,clonal offspring,,"14.00910292,78.32032842",488.1813965,3.216,40,0.7,1,1,none,uuid:60e6377a-4974-41ee-b8a2-2d982e987deb,uuid:60e6377a-4974-41ee-b8a2-2d982e987deb/sapling_repeat[1],APA21bodha_grass_present_no_fire
APC1,Syzygium cumini,1007,bodha_grass_removed_no_fire,clonal offspring,,"13.84885605,78.42887551",460.6690063,4.288,40,0.7,6.5,2.4,none,uuid:aeb680bf-0d6c-465a-b898-46f2dd43a01e,uuid:aeb680bf-0d6c-465a-b898-46f2dd43a01e/sapling_repeat[3],APC1bodha_grass_removed_no_fire
APC10,Wrightia tinctoria,4646,bodha_grass_removed_no_fire,seedling recruitment,,"13.8649837,78.39881451",413.8688965,3.216,40,0.7,9.7,0,none,uuid:f026b57d-dbbc-4525-80d5-2197733fab7f,uuid:f026b57d-dbbc-4525-80d5-2197733fab7f/sapling_repeat[11],APC10bodha_grass_removed_no_fire
APC10,Dolichandrone atrovirens,5000,all_burnt,clonal offspring,,"13.86196754,78.43265383",453.1751709,4.288,40,0.7,2.5,2.5,none,uuid:14440c18-36dc-47b8-adc8-31f8f686e799,uuid:14440c18-36dc-47b8-adc8-31f8f686e799/sapling_repeat[1],APC10all_burnt
APC4,Dolichandrone atrovirens,1441,all_burnt,clonal offspring,,"13.84219121,78.4283082",467.7666016,3.216,40,0.7,0.2,3.5,none,uuid:4f54e640-b788-4912-9c50-d5658ac58231,uuid:4f54e640-b788-4912-9c50-d5658ac58231/sapling_repeat[5],APC4all_burnt
APC11,Dolichandrone atrovirens,1398,bodha_grass_removed_no_fire,seedling recruitment,,"13.83888786,78.41080075",526.6647949,4.288,40,0.8,5.5,1,none,uuid:9a5a4b85-8fb8-4992-b130-6b0315bd0041,uuid:9a5a4b85-8fb8-4992-b130-6b0315bd0041/sapling_repeat[23],APC11bodha_grass_removed_no_fire
APA10,Dolichandrone atrovirens,3955,bodha_grass_removed_no_fire,seedling recruitment,,"14.01907289,78.38257068",428,4.288,40,1,1,0.5,none,uuid:d035842c-e768-4f37-9230-66f5cc58b691,uuid:d035842c-e768-4f37-9230-66f5cc58b691/sapling_repeat[15],APA10bodha_grass_removed_no_fire
APA17,Dolichandrone atrovirens,4760,bodha_grass_removed_no_fire,seedling recruitment,,"14.11836075,78.33488489",402.9884033,4.288,40,1.1,1.5,4,none,uuid:77469c3b-b5a4-4108-9ce3-3ebddf4d94a3,uuid:77469c3b-b5a4-4108-9ce3-3ebddf4d94a3/sapling_repeat[9],APA17bodha_grass_removed_no_fire
APA5,Diospyros montana,3866,bodha_grass_removed_no_fire,clonal offspring,,"14.06363103,78.35507535",435,3.216,40,1.1,5,0,none,uuid:ed413bc2-94f4-4efc-8362-c3a59a7938fd,uuid:ed413bc2-94f4-4efc-8362-c3a59a7938fd/sapling_repeat[4],APA5bodha_grass_removed_no_fire
APC11,Dolichandrone atrovirens,1384,bodha_grass_removed_no_fire,seedling recruitment,,"13.83853045,78.4107163",528.9433594,4.288,40,1.1,0.5,5,none,uuid:9a5a4b85-8fb8-4992-b130-6b0315bd0041,uuid:9a5a4b85-8fb8-4992-b130-6b0315bd0041/sapling_repeat[10],APC11bodha_grass_removed_no_fire
APC5,Wrightia tinctoria,1346,bodha_grass_removed_no_fire,seedling recruitment,,"13.80495957,78.41397846",508.3696289,3.216,40,1.1,0.4,1,none,uuid:3397899f-3f93-461a-9440-5e50d5cb21f8,uuid:3397899f-3f93-461a-9440-5e50d5cb21f8/sapling_repeat[20],APC5bodha_grass_removed_no_fire
APC5,Dolichandrone atrovirens,1340,bodha_grass_removed_no_fire,seedling recruitment,,"13.80531246,78.41410338",485.6578979,4.288,40,1.2,5,1.5,none,uuid:3397899f-3f93-461a-9440-5e50d5cb21f8,uuid:3397899f-3f93-461a-9440-5e50d5cb21f8/sapling_repeat[14],APC5bodha_grass_removed_no_fire
APC9,Pongamia pinnata,3728,bodha_grass_removed_no_fire,seedling recruitment,,"13.87346084,78.52888451",450,3.216,40,1.2,0,2,none,uuid:9268941b-f621-4c93-9f29-62355a40e2af,uuid:9268941b-f621-4c93-9f29-62355a40e2af/sapling_repeat[8],APC9bodha_grass_removed_no_fire
APC9,Pongamia pinnata,3752,bodha_grass_removed_no_fire,seedling recruitment,,"13.87356335,78.52862319",452,4.288,40,1.3,5,3,none,uuid:9268941b-f621-4c93-9f29-62355a40e2af,uuid:9268941b-f621-4c93-9f29-62355a40e2af/sapling_repeat[5],APC9bodha_grass_removed_no_fire
APC13,Tectona grandis,4501,bodha_grass_removed_no_fire,seedling recruitment,,"13.90515812,78.50189456",418,4.288,40,1.4,6,0,none,uuid:f5263055-57e8-4c93-b366-e28ca04b4a2e,uuid:f5263055-57e8-4c93-b366-e28ca04b4a2e/sapling_repeat[10],APC13bodha_grass_removed_no_fire
APC7,Dolichandrone atrovirens,4554,bodha_grass_removed_no_fire,seedling recruitment,,"13.93993674,78.49539015",481,4.288,40,1.4,4,2,none,uuid:d77f3969-5887-4716-bd14-d969a8ab9752,uuid:d77f3969-5887-4716-bd14-d969a8ab9752/sapling_repeat[22],APC7bodha_grass_removed_no_fire
APA19,Chloroxylon swietenia,1001,bodha_grass_removed_no_fire,seedling recruitment,,"14.050753333333335,78.32466833333334",580.2,5,40,1.5,6,4,none,uuid:b534d176-bf85-411a-a5ae-8b722ebe957d,uuid:b534d176-bf85-411a-a5ae-8b722ebe957d/sapling_repeat[2],APA19bodha_grass_removed_no_fire
APC13,Tectona grandis,4507,bodha_grass_removed_no_fire,seedling recruitment,,"13.90558075,78.50211431",431,4.288,40,1.6,0,1.5,none,uuid:f5263055-57e8-4c93-b366-e28ca04b4a2e,uuid:f5263055-57e8-4c93-b366-e28ca04b4a2e/sapling_repeat[3],APC13bodha_grass_removed_no_fire
APA19,Dolichandrone atrovirens,1051,all_burnt,clonal offspring,from an old sapling,"14.061238333333332,78.342535",564.5,4.7,40,1.7,3.5,2.5,none,uuid:11c29288-4ab9-4a27-a5f8-338e602ddcb2,uuid:11c29288-4ab9-4a27-a5f8-338e602ddcb2/sapling_repeat[8],APA19all_burnt
APC1,Dolichandrone atrovirens,1084,bodha_grass_present_no_fire,clonal offspring,,"13.85042879,78.44314222",503.5921021,4.288,40,1.8,7.5,0.5,none,uuid:a332e100-79f6-41db-9d9f-0482892368f4,uuid:a332e100-79f6-41db-9d9f-0482892368f4/sapling_repeat[25],APC1bodha_grass_present_no_fire
APC6,Dolichandrone atrovirens,1392,bodha_grass_removed_no_fire,seedling recruitment,,"13.93969061,78.49318493",469,4.288,40,1.9,6.5,3,none,uuid:76e9de80-2bcb-42b8-9353-8c698af54ff6,uuid:76e9de80-2bcb-42b8-9353-8c698af54ff6/sapling_repeat[9],APC6bodha_grass_removed_no_fire
APC6,Dolichandrone atrovirens,1322,bodha_grass_removed_no_fire,seedling recruitment,,"13.93973093,78.4934084",470,4.288,40,1.9,1.5,0.6,none,uuid:76e9de80-2bcb-42b8-9353-8c698af54ff6,uuid:76e9de80-2bcb-42b8-9353-8c698af54ff6/sapling_repeat[60],APC6bodha_grass_removed_no_fire
APC6,Dolichandrone atrovirens,1327,bodha_grass_removed_no_fire,seedling recruitment,,"13.93975251,78.49342033",469,3.216,40,1.9,0,2,none,uuid:76e9de80-2bcb-42b8-9353-8c698af54ff6,uuid:76e9de80-2bcb-42b8-9353-8c698af54ff6/sapling_repeat[67],APC6bodha_grass_removed_no_fire
APC1,Acacia chundra,1414,all_burnt,clonal offspring,from an old sapling,"13.85293296,78.44300353",486.3590088,3.216,40,2.9,0.2,8,none,uuid:82f8ef67-d9ae-4212-b3bc-98cd770c64fc,uuid:82f8ef67-d9ae-4212-b3bc-98cd770c64fc/sapling_repeat[15],APC1all_burnt
APA21,Azadirachata indica,4935,bodha_grass_removed_no_fire,seedling recruitment,,"14.00890776,78.32033855",506.1677246,4.288,39,0.4,6,8,none,uuid:ef0b3dfd-cd35-42cc-beeb-a634df745637,uuid:ef0b3dfd-cd35-42cc-beeb-a634df745637/sapling_repeat[17],APA21bodha_grass_removed_no_fire
APC8,Tamarindus indica,3710,bodha_grass_removed_no_fire,seedling recruitment,,"13.87385388,78.52804817",436,4.288,39,0.4,4,1,none,uuid:29d8362e-6fe7-465c-9c5d-61e347224d38,uuid:29d8362e-6fe7-465c-9c5d-61e347224d38/sapling_repeat[4],APC8bodha_grass_removed_no_fire
APA10,Dolichandrone atrovirens,3976,bodha_grass_present_no_fire,seedling recruitment,,"14.01929704,78.38073829",428,4.288,39,0.5,5,2,none,uuid:209fd91d-a600-4e87-8b3f-584a068748f0,uuid:209fd91d-a600-4e87-8b3f-584a068748f0/sapling_repeat[5],APA10bodha_grass_present_no_fire
APC10,Acacia chundra,4987,all_burnt,clonal offspring,,"13.86189574,78.4329012",458.1671143,4.288,39,0.5,8,2.5,none,uuid:14440c18-36dc-47b8-adc8-31f8f686e799,uuid:14440c18-36dc-47b8-adc8-31f8f686e799/sapling_repeat[14],APC10all_burnt
APC11,Dolichandrone atrovirens,1383,bodha_grass_removed_no_fire,seedling recruitment,,"13.83850257,78.41071694",527.7410889,4.288,39,0.8,0.5,5,none,uuid:9a5a4b85-8fb8-4992-b130-6b0315bd0041,uuid:9a5a4b85-8fb8-4992-b130-6b0315bd0041/sapling_repeat[9],APC11bodha_grass_removed_no_fire
APA10,Dolichandrone atrovirens,3963,bodha_grass_removed_no_fire,seedling recruitment,,"14.0192218,78.38249698",443,4.288,39,1.4,2,0.6,none,uuid:d035842c-e768-4f37-9230-66f5cc58b691,uuid:d035842c-e768-4f37-9230-66f5cc58b691/sapling_repeat[10],APA10bodha_grass_removed_no_fire
APC6,Dolichandrone atrovirens,1384,bodha_grass_removed_no_fire,seedling recruitment,,"13.93969234,78.49322546",459,4.288,39,1.8,6.5,1,none,uuid:76e9de80-2bcb-42b8-9353-8c698af54ff6,uuid:76e9de80-2bcb-42b8-9353-8c698af54ff6/sapling_repeat[10],APC6bodha_grass_removed_no_fire
APA20,Carissa carandas,3424,bodha_grass_removed_no_fire,clonal offspring,,"14.078528333333335,78.32908",496.8,5,38,0.3,2,1,none,uuid:b5d3e0b8-ae4e-4191-9f76-cfa23663346c,uuid:b5d3e0b8-ae4e-4191-9f76-cfa23663346c/sapling_repeat[1],APA20bodha_grass_removed_no_fire
APC3,Chloroxylon swietenia,1499,bodha_grass_removed_no_fire,clonal offspring,,"13.82897781,78.41315974",442.7015381,4.288,38,0.4,0.5,2,none,uuid:3571d744-1048-4797-a485-5e341e06d360,uuid:3571d744-1048-4797-a485-5e341e06d360/sapling_repeat[33],APC3bodha_grass_removed_no_fire
APA5,Butea monosperma,3909,bodha_grass_removed_no_fire,seedling recruitment,,"14.06729253,78.34890159",419,4.288,38,0.5,5,2,none,uuid:e35b7efb-69ef-4992-868e-6935ddb1ffec,uuid:e35b7efb-69ef-4992-868e-6935ddb1ffec/sapling_repeat[8],APA5bodha_grass_removed_no_fire
APA21,Dalbergia paniculata,4939,bodha_grass_removed_no_fire,clonal offspring,,"14.00870551,78.32066083",503.4611816,4.288,38,0.6,7.5,10,none,uuid:ef0b3dfd-cd35-42cc-beeb-a634df745637,uuid:ef0b3dfd-cd35-42cc-beeb-a634df745637/sapling_repeat[13],APA21bodha_grass_removed_no_fire
APC1,Holoptelia intergrifolia,1024,bodha_grass_removed_no_fire,seedling recruitment,,"13.84884957,78.42861319",457,4.288,38,0.6,4.5,0.5,none,uuid:1bba5eee-3eda-4d8a-ba40-2a8f3bb568f7,uuid:1bba5eee-3eda-4d8a-ba40-2a8f3bb568f7/sapling_repeat[25],APC1bodha_grass_removed_no_fire
APC11,Dolichandrone atrovirens,4608,all_burnt,clonal offspring,from an old sapling,"13.83783882,78.4106369",521.2526855,4.288,38,0.6,0.7,2,none,uuid:a87bc91e-a1aa-46de-a276-50289305c340,uuid:a87bc91e-a1aa-46de-a276-50289305c340/sapling_repeat[3],APC11all_burnt
APA18,Dalbergia paniculata,1140,bodha_grass_removed_no_fire,seedling recruitment,,"14.055595000000002,78.34366166666668",580.2,4.5,38,0.7,5,6,none,uuid:3ec8c956-4a6d-4be4-997c-2fab93cb1597,uuid:3ec8c956-4a6d-4be4-997c-2fab93cb1597/sapling_repeat[3],APA18bodha_grass_removed_no_fire
APC11,Dolichandrone atrovirens,1390,bodha_grass_removed_no_fire,seedling recruitment,,"13.83866816,78.41077556",538.5251465,4.288,38,0.7,4,6,none,uuid:9a5a4b85-8fb8-4992-b130-6b0315bd0041,uuid:9a5a4b85-8fb8-4992-b130-6b0315bd0041/sapling_repeat[16],APC11bodha_grass_removed_no_fire
APC7,Dolichandrone atrovirens,4532,bodha_grass_removed_no_fire,seedling recruitment,,"13.9399595,78.49537865",454,4.288,38,0.7,8,2,none,uuid:d77f3969-5887-4716-bd14-d969a8ab9752,uuid:d77f3969-5887-4716-bd14-d969a8ab9752/sapling_repeat[40],APC7bodha_grass_removed_no_fire
APC9,Limonia acidissima,3775,bodha_grass_removed_no_fire,seedling recruitment,,"13.87344522,78.52906367",451,4.288,38,0.7,8,2,none,uuid:9268941b-f621-4c93-9f29-62355a40e2af,uuid:9268941b-f621-4c93-9f29-62355a40e2af/sapling_repeat[19],APC9bodha_grass_removed_no_fire
APC1,Tectona grandis,1023,bodha_grass_removed_no_fire,seedling recruitment,,"13.8488533,78.42861963",457,4.288,38,0.7,5,1,none,uuid:1bba5eee-3eda-4d8a-ba40-2a8f3bb568f7,uuid:1bba5eee-3eda-4d8a-ba40-2a8f3bb568f7/sapling_repeat[24],APC1bodha_grass_removed_no_fire
APC8,Dolichandrone atrovirens,3732,bodha_grass_removed_no_fire,seedling recruitment,,"13.87304222,78.52490228",434,4.288,38,0.8,6,0,none,uuid:54a8c8c5-4cb8-4300-92e9-e81fa0600443,uuid:54a8c8c5-4cb8-4300-92e9-e81fa0600443/sapling_repeat[6],APC8bodha_grass_removed_no_fire
APC9,Pongamia pinnata,3760,bodha_grass_removed_no_fire,seedling recruitment,,"13.87357158,78.52859367",449,4.288,38,0.9,6,1,none,uuid:9268941b-f621-4c93-9f29-62355a40e2af,uuid:9268941b-f621-4c93-9f29-62355a40e2af/sapling_repeat[1],APC9bodha_grass_removed_no_fire
APC6,Dolichandrone atrovirens,1396,bodha_grass_removed_no_fire,seedling recruitment,,"13.93981712,78.4931587",456,4.288,38,1,8,3,none,uuid:76e9de80-2bcb-42b8-9353-8c698af54ff6,uuid:76e9de80-2bcb-42b8-9353-8c698af54ff6/sapling_repeat[15],APC6bodha_grass_removed_no_fire
APA8,Dolichandrone atrovirens,3991,bodha_grass_removed_no_fire,clonal offspring,,"14.02127973,78.3810785",466,4.288,38,1.1,2,1,none,uuid:b2af20a6-b1a1-46f5-ae91-f978aeedb971,uuid:b2af20a6-b1a1-46f5-ae91-f978aeedb971/sapling_repeat[1],APA8bodha_grass_removed_no_fire
APC10,Wrightia tinctoria,4643,bodha_grass_removed_no_fire,seedling recruitment,,"13.86475595,78.39874495",415.0196533,3.216,38,1.2,4,5,none,uuid:f026b57d-dbbc-4525-80d5-2197733fab7f,uuid:f026b57d-dbbc-4525-80d5-2197733fab7f/sapling_repeat[8],APC10bodha_grass_removed_no_fire
APC6,Dolichandrone atrovirens,1381,bodha_grass_removed_no_fire,seedling recruitment,,"13.93964219,78.49330166",463,4.288,38,1.3,6.5,2.2,none,uuid:76e9de80-2bcb-42b8-9353-8c698af54ff6,uuid:76e9de80-2bcb-42b8-9353-8c698af54ff6/sapling_repeat[16],APC6bodha_grass_removed_no_fire
APC7,Dolichandrone atrovirens,4542,bodha_grass_removed_no_fire,seedling recruitment,,"13.94002713,78.49544174",468,4.288,38,1.4,3,3,none,uuid:d77f3969-5887-4716-bd14-d969a8ab9752,uuid:d77f3969-5887-4716-bd14-d969a8ab9752/sapling_repeat[42],APC7bodha_grass_removed_no_fire
APC6,Dolichandrone atrovirens,1341,bodha_grass_removed_no_fire,seedling recruitment,,"13.93971412,78.49326608",460,4.288,38,1.4,4,0.6,none,uuid:76e9de80-2bcb-42b8-9353-8c698af54ff6,uuid:76e9de80-2bcb-42b8-9353-8c698af54ff6/sapling_repeat[40],APC6bodha_grass_removed_no_fire
APC6,Dolichandrone atrovirens,1387,bodha_grass_removed_no_fire,seedling recruitment,,"13.93964783,78.49328437",469,4.288,38,1.5,6,0.5,none,uuid:76e9de80-2bcb-42b8-9353-8c698af54ff6,uuid:76e9de80-2bcb-42b8-9353-8c698af54ff6/sapling_repeat[17],APC6bodha_grass_removed_no_fire
APC6,Dolichandrone atrovirens,1373,bodha_grass_removed_no_fire,seedling recruitment,,"13.93964398,78.49325214",472,4.288,38,1.6,0.5,2.5,none,uuid:76e9de80-2bcb-42b8-9353-8c698af54ff6,uuid:76e9de80-2bcb-42b8-9353-8c698af54ff6/sapling_repeat[30],APC6bodha_grass_removed_no_fire
APC6,Dolichandrone atrovirens,1383,bodha_grass_removed_no_fire,seedling recruitment,,"13.93970218,78.49317467",460,4.288,38,1.7,5,0.3,none,uuid:76e9de80-2bcb-42b8-9353-8c698af54ff6,uuid:76e9de80-2bcb-42b8-9353-8c698af54ff6/sapling_repeat[12],APC6bodha_grass_removed_no_fire
APC6,Dolichandrone atrovirens,1370,bodha_grass_removed_no_fire,seedling recruitment,,"13.9396712,78.49321799",469,4.288,38,1.8,5,1,none,uuid:76e9de80-2bcb-42b8-9353-8c698af54ff6,uuid:76e9de80-2bcb-42b8-9353-8c698af54ff6/sapling_repeat[43],APC6bodha_grass_removed_no_fire
APC6,Dolichandrone atrovirens,1371,bodha_grass_removed_no_fire,seedling recruitment,,"13.93971351,78.49325985",470,4.288,38,1.9,6,1.5,none,uuid:76e9de80-2bcb-42b8-9353-8c698af54ff6,uuid:76e9de80-2bcb-42b8-9353-8c698af54ff6/sapling_repeat[47],APC6bodha_grass_removed_no_fire
APC6,Dolichandrone atrovirens,1362,bodha_grass_removed_no_fire,seedling recruitment,,"13.93997959,78.49392303",469,4.288,38,2.7,7,1,none,uuid:76e9de80-2bcb-42b8-9353-8c698af54ff6,uuid:76e9de80-2bcb-42b8-9353-8c698af54ff6/sapling_repeat[89],APC6bodha_grass_removed_no_fire
APC11,Dolichandrone atrovirens,4606,all_burnt,clonal offspring,from an old sapling,"13.83795781,78.41067653",525.1867676,4.288,37,0.4,2,5,none,uuid:a87bc91e-a1aa-46de-a276-50289305c340,uuid:a87bc91e-a1aa-46de-a276-50289305c340/sapling_repeat[1],APC11all_burnt
APC12,Wrightia tinctoria,4968,all_burnt,clonal offspring,,"13.86932595,78.41774651",425.2219238,3.216,37,0.4,6,4,none,uuid:bec5093d-0eb3-46a5-b0c2-77590f620871,uuid:bec5093d-0eb3-46a5-b0c2-77590f620871/sapling_repeat[3],APC12all_burnt
APC3,Chloroxylon swietenia,1493,bodha_grass_removed_no_fire,clonal offspring,,"13.82886475,78.41304586",445.3710327,4.288,37,0.4,0.5,0.5,none,uuid:3571d744-1048-4797-a485-5e341e06d360,uuid:3571d744-1048-4797-a485-5e341e06d360/sapling_repeat[27],APC3bodha_grass_removed_no_fire
APC9,Limonia acidissima,3748,bodha_grass_removed_no_fire,seedling recruitment,,"13.8734287,78.52888001",446,4.288,37,0.5,3,2,none,uuid:9268941b-f621-4c93-9f29-62355a40e2af,uuid:9268941b-f621-4c93-9f29-62355a40e2af/sapling_repeat[12],APC9bodha_grass_removed_no_fire
APC6,Dolichandrone atrovirens,4529,all_burnt,clonal offspring,from an old sapling,"13.94071709,78.49428108",445,4.288,37,0.5,8,1,none,uuid:ef5fc0b1-e8e9-428b-8c93-49692b9e686b,uuid:ef5fc0b1-e8e9-428b-8c93-49692b9e686b/sapling_repeat[9],APC6all_burnt
APA16,Azadirachata indica,4785,bodha_grass_removed_no_fire,seedling recruitment,,"14.11614544,78.34027908",401.666687,3.216,37,0.6,6,0.5,none,uuid:3edaa534-46c6-41e7-a507-38160aa7c0ed,uuid:3edaa534-46c6-41e7-a507-38160aa7c0ed/sapling_repeat[3],APA16bodha_grass_removed_no_fire
APC10,Dolichandrone atrovirens,4994,all_burnt,clonal offspring,,"13.8620127,78.43276528",460.1176758,4.288,37,0.6,8,3,none,uuid:14440c18-36dc-47b8-adc8-31f8f686e799,uuid:14440c18-36dc-47b8-adc8-31f8f686e799/sapling_repeat[7],APC10all_burnt
APA19,Dolichandrone atrovirens,3411,bodha_grass_present_no_fire,clonal offspring,,"14.059313333333334,78.34456333333333",568.3,4.4,37,1.1,7,1,none,uuid:0b5b9043-f849-4a34-94d5-508357d2caac,uuid:0b5b9043-f849-4a34-94d5-508357d2caac/sapling_repeat[11],APA19bodha_grass_present_no_fire
APC1,Tectona grandis,1056,bodha_grass_removed_no_fire,seedling recruitment,,"13.84896196,78.42845477",462.9293213,3.216,37,1.1,3.3,1.5,none,uuid:aeb680bf-0d6c-465a-b898-46f2dd43a01e,uuid:aeb680bf-0d6c-465a-b898-46f2dd43a01e/sapling_repeat[21],APC1bodha_grass_removed_no_fire
APC4,Dolichandrone atrovirens,1437,all_burnt,clonal offspring,,"13.84219206,78.42812122",474.94104,3.216,37,1.1,2.5,2,none,uuid:4f54e640-b788-4912-9c50-d5658ac58231,uuid:4f54e640-b788-4912-9c50-d5658ac58231/sapling_repeat[1],APC4all_burnt
APC6,Dolichandrone atrovirens,1378,bodha_grass_removed_no_fire,seedling recruitment,,"13.93966732,78.49322154",457,4.288,37,1.1,3.5,1,none,uuid:76e9de80-2bcb-42b8-9353-8c698af54ff6,uuid:76e9de80-2bcb-42b8-9353-8c698af54ff6/sapling_repeat[24],APC6bodha_grass_removed_no_fire
APC6,Dolichandrone atrovirens,1368,bodha_grass_removed_no_fire,seedling recruitment,,"13.93971423,78.49326292",464,4.288,37,1.3,4,0.6,none,uuid:76e9de80-2bcb-42b8-9353-8c698af54ff6,uuid:76e9de80-2bcb-42b8-9353-8c698af54ff6/sapling_repeat[41],APC6bodha_grass_removed_no_fire
APC2,Pongamia pinnata,3716,bodha_grass_present_no_fire,seedling recruitment,,"13.8922949,78.48076157",440,4.288,37,1.6,2,3,none,uuid:1147bd0d-1f1e-4bad-8b10-9c6781d61a02,uuid:1147bd0d-1f1e-4bad-8b10-9c6781d61a02/sapling_repeat[3],APC2bodha_grass_present_no_fire
APC6,Dolichandrone atrovirens,1338,bodha_grass_removed_no_fire,seedling recruitment,,"13.9397089,78.49323799",469,4.288,37,1.6,7,1,none,uuid:76e9de80-2bcb-42b8-9353-8c698af54ff6,uuid:76e9de80-2bcb-42b8-9353-8c698af54ff6/sapling_repeat[45],APC6bodha_grass_removed_no_fire
APC11,Dolichandrone atrovirens,4625,all_burnt,clonal offspring,from an old sapling,"13.83710512,78.41075329",499.2133179,4.288,36,0.4,0.5,1,none,uuid:a87bc91e-a1aa-46de-a276-50289305c340,uuid:a87bc91e-a1aa-46de-a276-50289305c340/sapling_repeat[20],APC11all_burnt
APC12,Dolichandrone atrovirens,4966,all_burnt,clonal offspring,from an old sapling,"13.8694728,78.41780261",420.1600952,3.216,36,0.5,1,0,none,uuid:bec5093d-0eb3-46a5-b0c2-77590f620871,uuid:bec5093d-0eb3-46a5-b0c2-77590f620871/sapling_repeat[5],APC12all_burnt
APC7,Chloroxylon swietenia,3708,bodha_grass_present_no_fire,seedling recruitment,,"13.94237199,78.50764275",413,3.216,36,0.5,1,0.3,none,uuid:5ae5bcfd-0dd3-4101-86a7-9360a79f93e3,uuid:5ae5bcfd-0dd3-4101-86a7-9360a79f93e3/sapling_repeat[21],APC7bodha_grass_present_no_fire
APC8,Tamarindus indica,3705,bodha_grass_removed_no_fire,seedling recruitment,,"13.87357787,78.52803151",447,4.288,36,0.5,6,2,browsed,uuid:29d8362e-6fe7-465c-9c5d-61e347224d38,uuid:29d8362e-6fe7-465c-9c5d-61e347224d38/sapling_repeat[15],APC8bodha_grass_removed_no_fire
APC4,Acacia chundra,1452,bodha_grass_present_no_fire,seedling recruitment,,"13.84581355,78.44862753",516.2875977,4.288,36,0.6,0.1,6,none,uuid:65cc4ceb-42ae-43e1-9f3e-daae5612fa8f,uuid:65cc4ceb-42ae-43e1-9f3e-daae5612fa8f/sapling_repeat[11],APC4bodha_grass_present_no_fire
APA8,Dolichandrone atrovirens,3997,bodha_grass_removed_no_fire,clonal offspring,,"14.02169852,78.38093085",467,4.288,36,0.7,8,0,none,uuid:b2af20a6-b1a1-46f5-ae91-f978aeedb971,uuid:b2af20a6-b1a1-46f5-ae91-f978aeedb971/sapling_repeat[7],APA8bodha_grass_removed_no_fire
APC1,Acacia chundra,1067,bodha_grass_present_no_fire,clonal offspring,,"13.85045936,78.44356861",476.3969727,4.288,36,0.7,1.2,1,none,uuid:a332e100-79f6-41db-9d9f-0482892368f4,uuid:a332e100-79f6-41db-9d9f-0482892368f4/sapling_repeat[10],APC1bodha_grass_present_no_fire
APA17,Dolichandrone atrovirens,4765,bodha_grass_removed_no_fire,seedling recruitment,,"14.11815154,78.334998",408.5330811,3.216,36,0.8,6,6,none,uuid:77469c3b-b5a4-4108-9ce3-3ebddf4d94a3,uuid:77469c3b-b5a4-4108-9ce3-3ebddf4d94a3/sapling_repeat[4],APA17bodha_grass_removed_no_fire
APA18,Dolichandrone atrovirens,1138,bodha_grass_removed_no_fire,clonal offspring,,"14.055608333333332,78.34357666666666",579.8,4.3,36,0.8,1,3,none,uuid:3ec8c956-4a6d-4be4-997c-2fab93cb1597,uuid:3ec8c956-4a6d-4be4-997c-2fab93cb1597/sapling_repeat[1],APA18bodha_grass_removed_no_fire
APC1,Dolichandrone atrovirens,1009,bodha_grass_removed_no_fire,seedling recruitment,,"13.84878098,78.42873294",458,4.288,36,0.9,6,0.5,none,uuid:1bba5eee-3eda-4d8a-ba40-2a8f3bb568f7,uuid:1bba5eee-3eda-4d8a-ba40-2a8f3bb568f7/sapling_repeat[17],APC1bodha_grass_removed_no_fire
APC6,Dolichandrone atrovirens,1376,bodha_grass_removed_no_fire,seedling recruitment,,"13.93967902,78.49320302",471,4.288,36,1.1,4,1,none,uuid:76e9de80-2bcb-42b8-9353-8c698af54ff6,uuid:76e9de80-2bcb-42b8-9353-8c698af54ff6/sapling_repeat[20],APC6bodha_grass_removed_no_fire
APC3,Dolichandrone atrovirens,1317,all_burnt,clonal offspring,from an old sapling,"13.82788199,78.41305999",469.3503418,4.288,36,1.2,4.5,1.3,none,uuid:9dabc10a-b600-4608-9698-a8ccb38fe0e4,uuid:9dabc10a-b600-4608-9698-a8ccb38fe0e4/sapling_repeat[18],APC3all_burnt
